Name,Name Link,ChEBI-ID,ChEBI-ID Link,CAS Registry NumberⓇ,CAS Registry NumberⓇ Link,Formula,Mass,ID,PubChem CID,GESTIS ZVG-Nr.,group,Other ingredients from the group,kegg_id,density,Synonym,Used attributes,Found in,solutions list link,media list link,identifiers
KH2PO4,https://mediadive.dsmz.de/ingredients/11?p=1,63036,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63036,7778-77-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7778-77-0,H3O4P.K,136.085,C11,516951,4860,KH2PO4,"['Monopotassium Phosphate', 'Potassium Phosphate', 'KH2PO4 x 7 H2O', 'KH2PO4 x 2 H2O']",,2.34,"['KH2HPO4', 'KH2PO4 (100 mM )', 'MKP', 'Monopotassium dihydrogen phosphate', 'Monopotassium monophosphate', 'Monopotassium orthophosphate', 'Monopotassium phosphate', 'Orthophosphoric acid, monopotassium salt', 'Phosphoric acid, monopotassium salt', 'Phosphoric acid, potassium salt (1:1)', 'Potassium acid phosphate', 'Potassium dihydrogen orthophosphate', 'potassium dihydrogen phosphate', 'Potassium phosphate', 'Potassium phosphate monobasic', 'Potassium phosphate, monobasic', ""Sorensen's potassium phosphate""]","['17.5 g/l stock solution (6×)', '2.48 g/200 ml stock solution (4×)', '7 g/400 ml stock solution (2×)', '7% (2×)', '0.5 g/100 ml stock solution (2×)', 'anhydrous (2×)', '0.1 M (2×)', '0.1% w/v (2×)', '0.5 M (2×)', '50 g/l (1×)', '0.10% w/v (1×)', 'monobasic (1×)', 'dissolve first, adjust pH to 7.0 (1×)', '1 M (1×)', '2% (1×)', '25% (1×)', '5% (1×)', '10% (1×)', '1% (1×)', '0.2 M (1×)', '3.3% (1×)', '1.0 M (1×)', '3 mM (1×)', '0.04M (1×)', '0.54% (1×)', '10% w/v (1×)', '100 mM solution, 100 mM (1×)']","['1326 solutions', '1348 media']",https://mediadive.dsmz.de/solution-finder/KH2PO4///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/KH2PO4///,"{""CAS Registry Number\u00ae"": {""text"": ""7778-77-0"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7778-77-0""}, ""PubChem CID"": {""text"": ""516951"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/516951""}, ""ChEBI"": {""text"": ""63036"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63036""}, ""GESTIS ZVG-Nr."": {""text"": ""4860"", ""href"": ""https://gestis.dguv.de/data?name=004860""}}"
FeSO4x 7 H2O,https://mediadive.dsmz.de/ingredients/12?p=1,75836,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75836,7782-63-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7782-63-0,FeH14O11S,278.015,C12,,4450,FeSO4,"['FeSO4', 'FeSO4 x 6 H2O', 'Fe SO4 x 7 H2O', 'FeSO4 x H2O', 'FeSO4 x 5 H2O']",,,"['2. FeSO4 x 7 H2O', 'copperas', 'Fero-Gradumet', 'ferrous sulfate heptahydrate', 'ferrous sulfate.7H2O', 'FeSO2 x 7 H2O', 'FeSO4 x 7 H2O (1% )', 'FeSO4 x 7 H2O solution', 'FeSO4.7H2O', 'green vitriol', 'iron vitriol', 'iron(2+) sulfate--water (1/7)', 'iron(2+) sulfate.7H2O', 'iron(II) sulfate.7H2O', 'melanterite', 'melanterite mineral', 'Tetucur-S']","['0.1% w/v in 0.1 N H2SO4 (25×)', '10% (3×)', 'in 0.1 N H2SO4, 0.1% (1×)', '*, 0.15% (1×)', '40% w/v in 0.2 N H2SO4 (1×)', '40% w/v (1×)', '50g/l (1×)', '2% (1×)', '1% solution, 1 % (1×)', '50 g/l (1×)', 'final concentration 0.015 g/l (1×)', 'Sigma Aldrich! (1×)']","['413 solutions', '939 media']",https://mediadive.dsmz.de/solution-finder/FeSO4+x+7+H2O///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/FeSO4+x+7+H2O///,"{""CAS Registry Number\u00ae"": {""text"": ""7782-63-0"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7782-63-0""}, ""ChEBI"": {""text"": ""75836"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75836""}, ""MetaCyc"": {""text"": ""CPD0-2418"", ""href"": ""https://metacyc.org/compound?orgid=META&id=CPD0-2418""}, ""GESTIS ZVG-Nr."": {""text"": ""4450"", ""href"": ""https://gestis.dguv.de/data?name=004450""}}"
CaCO3,https://mediadive.dsmz.de/ingredients/13?p=1,3311,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3311,471-34-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=471-34-1,CCaO3,100.09,C13,10112,1650,CaCO3,['Calcium Carbonate'],C08129,,"['CaC03', 'Calcium carbonate', 'calcium carbonate (1:1)', 'Calcium carbonate, precipitated', 'calcium trioxidocarbonate', 'Calciumcarbonat', 'carbonate de calcium', 'carbonato de calcio', 'carbonic acid calcium salt (1:1)', 'Carbonic acid, calcium salt (1:1)', 'CI 77220', 'E 170', 'Kalziumkarbonat', 'kohlensaurer Kalk', 'Pigment white 18', 'Precipitated calcium carbonate', 'Precipitated chalk']","['light precipitate (3×)', 'add only for agar plates (1×)']","['78 solutions', '79 media']",https://mediadive.dsmz.de/solution-finder/CaCO3///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/CaCO3///,"{""CAS Registry Number\u00ae"": {""text"": ""471-34-1"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=471-34-1""}, ""PubChem CID"": {""text"": ""10112"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/10112""}, ""ChEBI"": {""text"": ""3311"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3311""}, ""KEGG"": {""text"": ""C08129"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C08129""}, ""GESTIS ZVG-Nr."": {""text"": ""1650"", ""href"": ""https://gestis.dguv.de/data?name=001650""}}"
MnSO4x H2O,https://mediadive.dsmz.de/ingredients/14?p=1,86364,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86364,10034-96-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10034-96-5,H2MnO5S,169.016,C14,,2820,MnSO4,"['MnSO4 x 6 H2O', 'MnSO4 x 5 H2O', 'MnSO4 x 2 H2O', 'MnSO4 x 4 H2O', 'MnSO4', 'MnSO4 x 7 H2O', 'MnSO4 x 1 H2O', 'Manganese Sulfate']",,,"['Manganese sulfate', 'Manganese sulfate hydrate', 'Manganese sulfate monohydrate', 'manganese(2+) sulfate monohydrate', 'manganese(2+) sulfate--water (1/1)', 'manganese(2+) sulphate monohydrate', 'manganese(II) sulphate monohydrate', 'Manganous sulfate monohydrate', 'MnSO4.H2O']","['0.1% w/v (1×)', '2.4 g/l stock solution (1×)', '0.76 g/l stock solution (1×)']","['74 solutions', '334 media']",https://mediadive.dsmz.de/solution-finder/MnSO4+x+H2O///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/MnSO4+x+H2O///,"{""CAS Registry Number\u00ae"": {""text"": ""10034-96-5"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=10034-96-5""}, ""ChEBI"": {""text"": ""86364"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86364""}, ""GESTIS ZVG-Nr."": {""text"": ""2820"", ""href"": ""https://gestis.dguv.de/data?name=002820""}}"
Allantoin,https://mediadive.dsmz.de/ingredients/15?p=1,15676,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15676,97-59-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=97-59-6,C4H6N4O3,158.116,C15,,,,,C01551,,"['(2,5-Dioxo-4-imidazolidinyl)urea', '2,5-Dioxo-4-imidazolidinyl-urea', '4-ureido-2,5-imidazolidinedione', '5-Ureido-2,4-imidazolidindione', '5-Ureidohydantoin', 'Glyoxyldiureide', 'N-(2,5-Dioxo-4-imidazolidinyl)urea', 'N-(2,5-dioxoimidazolidin-4-yl)urea', 'Urea, (2,5-dioxo-4-imidazolidinyl)-']",,"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Allantoin///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Allantoin///,"{""CAS Registry Number\u00ae"": {""text"": ""97-59-6"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=97-59-6""}, ""ChEBI"": {""text"": ""15676"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15676""}, ""KEGG"": {""text"": ""C01551"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C01551""}, ""MetaCyc"": {""text"": ""ALLANTOIN"", ""href"": ""https://metacyc.org/compound?orgid=META&id=ALLANTOIN""}}"
Yeast extract,https://mediadive.dsmz.de/ingredients/16?p=1,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,8013-01-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=8013-01-2,complex,complex,C16,,,,,,,"['1.0 Yeast extract solution', 'Bacto yeast extract', 'Bacto Yeast extrakt', 'Dried yeast extract S', 'Extract of yeast', 'Fresh yeast extract', 'TC Yeastolate', 'Yeast extract (BD-Difco)', 'Yeast extract 0.05 ml/', 'Yeast extract Oxoid', 'Yeast Extract Solution', 'Yeast extrakt', 'Yeastolate']","['BD-Difco (306×)', 'OXOID (149×)', 'DIFCO (39×)', '10% (34×)', 'Bacto  (24×)', 'BD Bacto (20×)', '1% (10×)', 'Oxoid L21 (8×)', 'w/v, 10% (7×)', 'Difco, Bacto  (6×)', 'Difco 0127 (4×)', '1.0% (3×)', '*, 10% (2×)', '20%, autoclaved (2×)', 'pH 7.0, autoclaved, 25% (2×)', 'Fisher (2×)', 'BD Difco (2×)', 'BD-Difco, TC (2×)', 'Oxoid LP0021 (2×)', 'fresh (2×)', 'Fisher BioReagents BP1422 (2×)', '1% in water, autoclaved (2×)', 'Fisher BP1422-500 (1×)', 'BD (1×)', '1% w/v in water (1×)', 'Oxoid LP0021, BD 212750 (1×)', 'BD 211921, Bacto  (1×)', 'autoclaved (1×)', 'BD 212750 (1×)', 'autoclaved, 1.0% (1×)', 'BD; 2%, autoclaved (1×)', 'Fisher BioReagents BP1422-500 (1×)', '25%, autoclaved (1×)', 'BD Chemicals (1×)', '*, 25% (1×)', 'autoclaved, 25% (1×)', '10 % (1×)', ""dry baker's yeast, SIGMA YSC-1 (1×)"", 'BD, 2% (1×)', '10% w/v (1×)', 'ThermoFischer (1×)', 'BD-BBL (1×)', '1% in H2O (1×)', 'Fisher BP1422 (1×)', '10%, BD-Difco (1×)', '10% v/v (1×)', 'Wako, dried (1×)', 'ThermoFischer BP1422 (1×)', '(1×)', '25% (1×)', 'Bacto™ Yeast Extract recommended (1×)', 'Sigma (1×)', '5% (1×)', 'BD-Difco, 10% solution in water (1×)', 'BD212750 (1×)', '2% (1×)']","['1895 solutions', '1937 media']",https://mediadive.dsmz.de/solution-finder/Yeast+extract///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Yeast+extract///,"{""CAS Registry Number\u00ae"": {""text"": ""8013-01-2"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=8013-01-2""}}"
Baker's yeast,https://mediadive.dsmz.de/ingredients/17?p=1,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,68876-77-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=68876-77-7,complex,complex,C17,,,,,,,"['Saccharomyces cerevisiae', ""Solution of fresh baker's yeast extract""]","['Gibco 360-8180, 25%, fresh extract (1×)']","['3 solutions', '3 media']",https://mediadive.dsmz.de/solution-finder/Baker%27s+yeast///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Baker%27s+yeast///,"{""CAS Registry Number\u00ae"": {""text"": ""68876-77-7"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=68876-77-7""}}"
Vitamin B12,https://mediadive.dsmz.de/ingredients/18?p=1,17439,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17439,68-19-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=68-19-9,C63H88CoN14O14P,1355.4,C18,5311498,,Vitamin B12,"['Cyanocobalamine', 'Vitamine B12', 'Cyanocobalamin', 'B12']",C02823,,"['CN-Cbl', 'CO-CYANOCOBALAMIN', 'Coalpha-[alpha-(5,6-dimethylbenzimidazolyl)]-Cobeta-cyanocobamide', 'Cyanocob(III)alamin', 'cyanocobalamin', 'Dicopac', 'vitamin B-12', 'Vitamin B12 (2.0 mg in 100 ml H2O', 'Vitamin B12 10 µl/', 'Vitamin B12 complex', 'Vitamin B12 solution']","['0.02 g/l stock solution (12×)', '0.1% (4×)', '2 mg/ml (4×)', '10 mg in 100 ml H2O (3×)', '20mg/l (3×)', '50 mg/l (2×)', 'Cyanocobalamin (2×)', '0.02 g/l stock solution, filter sterilised (2×)', 'Medium No. 403 (2×)', '2 mg/l filter sterilised (2×)', 'filter sterilized 100mg/l (1×)', '250 mg/l (1×)', '0.01% (1×)', '2mg/100ml (1×)', '200mg /L stock sol. (1×)', '1.0 mg/ml stock solution (1×)', '50mg/l (1×)', 'Cyanocobalamin, 0.2 g/l stock solution (1×)', '0.025 g/l stock solution (1×)', '1 mg/ml (1×)', '2 mg/100 ml (1×)', '50 µg/ml (1×)', '20 ï¿½g/ml) (filter-sterilized (1×)', '2.0 mg in 100 ml H2O (1×)', '10 mg/100ml H2O (1×)', '20 ï¿½g/L (1×)', '2 mg/100 ml, * (1×)', '2 mg/ml w/v (1×)', '2ml from 200mg/L Stock (1×)', '0.01 % (1×)', '20mg/ml (1×)', '10µg /ml, filter sterilized (1×)']","['241 solutions', '971 media']",https://mediadive.dsmz.de/solution-finder/Vitamin+B12///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Vitamin+B12///,"{""CAS Registry Number\u00ae"": {""text"": ""68-19-9"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=68-19-9""}, ""PubChem CID"": {""text"": ""5311498"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/5311498""}, ""ChEBI"": {""text"": ""17439"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17439""}, ""KEGG"": {""text"": ""C02823"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C02823""}}"
Bacto peptone,https://mediadive.dsmz.de/ingredients/19?p=1,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,51142-18-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=51142-18-8,complex,complex,C19,,,Peptone,"['Peptone', 'Casein peptone', 'Soy peptone', 'Trypticase peptone', 'Phytone peptone', 'Peptone mixture', 'Tryptone peptone', 'Proteose peptone', 'Neopeptone', 'Polypeptone', 'Meat peptone', 'Fish peptone']",,,"['Bacto Bitone', 'Bacto Panton', 'Bacto Proteose Peptone', 'Bacto-peptone', 'Bactopeptone', 'Peptone bacteriological']","['BD-Difco (52×)', 'Difco (5×)', 'BD (1×)', 'Peptone (1×)', 'Peptone, Bitone (1×)', 'BD 212750 (1×)', 'BD 211677 (1×)', 'Becton Dickinson (1×)']","['106 solutions', '99 media']",https://mediadive.dsmz.de/solution-finder/Bacto+peptone///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Bacto+peptone///,"{""CAS Registry Number\u00ae"": {""text"": ""51142-18-8"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=51142-18-8""}}"
Casein peptone,https://mediadive.dsmz.de/ingredients/21?p=1,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,91079-40-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=91079-40-2,complex,complex,C21,,,Peptone,"['Peptone', 'Bacto peptone', 'Soy peptone', 'Trypticase peptone', 'Phytone peptone', 'Peptone mixture', 'Tryptone peptone', 'Proteose peptone', 'Neopeptone', 'Polypeptone', 'Meat peptone', 'Fish peptone']",,,"['Caseine peptone', 'Casitone peptone', 'Peptone from casein', 'Peptone from caseine']","['tryptic digest (14×)', 'tryptic digested (2×)', 'BD BACTO (1×)']","['51 solutions', '51 media']",https://mediadive.dsmz.de/solution-finder/Casein+peptone///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Casein+peptone///,"{""CAS Registry Number\u00ae"": {""text"": ""91079-40-2"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=91079-40-2""}}"
Tween 80,https://mediadive.dsmz.de/ingredients/22?p=2,53426,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:53426,9005-65-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9005-65-6,C64H124O26,1308.84,C22,,,,,C11625,,"['Glycol (polysorbate 80)', 'PEG-3 Sorbitan oleate', 'PEG-6 Sorbitan oleate', 'polisorbato', 'Polyethylene glycol (3) sorbitan monooleate', 'Polyethylene glycol 300 sorbitan monooleate', 'Polyethylene oxide sorbitan mono-oleate', 'Polyoxyethylene (20) sorbitan monooleate', 'Polyoxyethylene (3) sorbitan monooleate', 'Polyoxyethylene (5) sorbitan monooleate', 'Polyoxyethylene sorbitan monooleate', 'Polyoxyethylene sorbitan oleate', 'polysorbate', 'Polysorbate 80', 'Polysorbate 81', 'polysorbatum', 'Sorbimacrogol oleate 300', 'Sorbitan, mono-9-octadecenoate, poly(oxy-1,2-ethanediyl) derivs.']",['sterile (1×)'],"['49 solutions', '60 media']",https://mediadive.dsmz.de/solution-finder/Tween+80///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Tween+80///,"{""CAS Registry Number\u00ae"": {""text"": ""9005-65-6"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=9005-65-6""}, ""ChEBI"": {""text"": ""53426"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:53426""}, ""KEGG"": {""text"": ""C11625"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C11625""}}"
Na-acetate,https://mediadive.dsmz.de/ingredients/23?p=2,32954,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32954,127-09-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=127-09-3,C2H3NaO2,82.0338,C23,,10760,Na-acetate,"['Na-acetate x 3 H2O', 'Na acetate', 'Sodium acetate']",,,"['acetic acid, sodium salt', 'anhydrous sodium acetate', 'Na-Acetat', 'Natriumacetat', 'Natriumazetat', 'sodium acetate', 'sodium acetate anhydrous']","['20 mM (1×)', '1M (1×)', '2M in water (1×)']","['161 solutions', '171 media']",https://mediadive.dsmz.de/solution-finder/Na-acetate///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na-acetate///,"{""CAS Registry Number\u00ae"": {""text"": ""127-09-3"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=127-09-3""}, ""ChEBI"": {""text"": ""32954"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32954""}, ""GESTIS ZVG-Nr."": {""text"": ""10760"", ""href"": ""https://gestis.dguv.de/data?name=010760""}}"
(NH4)3citrate,https://mediadive.dsmz.de/ingredients/24?p=2,63037,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63037,3458-72-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3458-72-8,C6H8O7.3H3N,243.215,C24,,,,,,1.09,,,"['4 solutions', '5 media']",https://mediadive.dsmz.de/solution-finder/%28NH4%293+citrate///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/%28NH4%293+citrate///,"{""CAS Registry Number\u00ae"": {""text"": ""3458-72-8"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=3458-72-8""}, ""ChEBI"": {""text"": ""63037"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63037""}}"
Resazurin,https://mediadive.dsmz.de/ingredients/25?p=2,8806,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:8806,550-82-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=550-82-3,C12H7NO4,229.19,C25,11077,,,,C11178,,"['Resazurin 0.025%', 'Resazurin solution', 'Resazurin(0,1%)']","['0.1% (9×)', '0,1% (6×)', '1% (5×)', '0.05% (4×)', '0.1% w/v (2×)', '1mg/ml (1×)', '0.25% (1×)', '0.02% (1×)', '0,1 % in water (1×)', '0,1% solution in water (1×)', '25 mg/100ml (1×)', '0.025% (1×)', '1 g per L (1×)', '0.1% v/v (1×)', '0.1 v/v (1×)']","['467 solutions', '452 media']",https://mediadive.dsmz.de/solution-finder/Resazurin///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Resazurin///,"{""CAS Registry Number\u00ae"": {""text"": ""550-82-3"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=550-82-3""}, ""PubChem CID"": {""text"": ""11077"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/11077""}, ""ChEBI"": {""text"": ""8806"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:8806""}, ""KEGG"": {""text"": ""C11178"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C11178""}}"
(NH4)2SO4,https://mediadive.dsmz.de/ingredients/27?p=2,62946,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62946,7783-20-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7783-20-2,H8N2O4S,132.14,C27,6097028,1470,(NH4)2SO4,['Ammonium Sulfate'],,,"['(NH4)2 SO4', '(NH4)SO4', 'Ammonium sulfate', 'ammonium sulfate (2:1)', 'ammonium sulphate', 'diammonium sulfate', 'diazanium sulfate', 'mascagnite', 'NH4SO4', 'sulfuric acid ammonium salt (1:2)', 'sulfuric acid, diammonium salt', 'sulphate of ammonia']","['sublimed (1×)', ""don't include in dry mix (1×)""]","['371 solutions', '390 media']",https://mediadive.dsmz.de/solution-finder/%28NH4%292SO4///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/%28NH4%292SO4///,"{""CAS Registry Number\u00ae"": {""text"": ""7783-20-2"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7783-20-2""}, ""PubChem CID"": {""text"": ""6097028"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/6097028""}, ""ChEBI"": {""text"": ""62946"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62946""}, ""MetaCyc"": {""text"": ""NH42SO4"", ""href"": ""https://metacyc.org/compound?orgid=META&id=NH42SO4""}, ""GESTIS ZVG-Nr."": {""text"": ""1470"", ""href"": ""https://gestis.dguv.de/data?name=001470""}}"
Na-thioglycolate,https://mediadive.dsmz.de/ingredients/30?p=2,86481,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86481,367-51-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=367-51-1,C2H3NaO2S,114.099,C30,,103461,Na-thioglycolate,"['Sodium thioglycolate', 'Sodium thioglycollate']",,,"['Mercaptoacetic acid, sodium salt', 'Sodium 2-mercatoethanoate', 'Sodium 2-sulfanylacetate', 'Sodium mercaptoacetate', 'sodium sulfanylacetate', 'Sodium thioglycolate', 'Sodium thioglycollate', 'Thioglycolate sodium', 'Thioglycollic acid, sodium salt']","['or use 1 mL of a 12.5% solution in water, autoclaved under a N2 gasphase (1×)']","['29 solutions', '27 media']",https://mediadive.dsmz.de/solution-finder/Na-thioglycolate///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na-thioglycolate///,"{""CAS Registry Number\u00ae"": {""text"": ""367-51-1"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=367-51-1""}, ""ChEBI"": {""text"": ""86481"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86481""}, ""GESTIS ZVG-Nr."": {""text"": ""103461"", ""href"": ""https://gestis.dguv.de/data?name=103461""}}"
Na2CO3,https://mediadive.dsmz.de/ingredients/32?p=2,29377,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29377,497-19-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=497-19-8,CH2O3.2Na,105.988,C32,10340,490211,Na2CO3,['Na2CO3 anhydrous'],,2.53,"['Carbonic acid, disodium salt', 'disodium carbonate', 'disodium trioxidocarbonate', 'Na2C03', 'Na2CO3 0.15 ml/', 'Na2CO3 2-', 'Na2CO3 4 -', 'Natriumkarbonat', 'Soda ash', 'sodium carbonate']","['20 g/l stock solution (7×)', '8% (5×)', '10% (4×)', 'w/v, 8% (3×)', 'w/v, 10% (3×)', '8% w/v (2×)', '1 g/500 ml stock solution (2×)', '26.5 g/l stock solution (2×)', '1M (1×)', '2.0 g/l stock solution (1×)', '7.5% w/v (1×)', '10% v/v (1×)', '20% (1×)', '8.0% (1×)', '0.5% (1×)', '5% (1×)', '1 M (1×)', '*, 5% (1×)', '10 % (1×)']","['483 solutions', '470 media']",https://mediadive.dsmz.de/solution-finder/Na2CO3///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na2CO3///,"{""CAS Registry Number\u00ae"": {""text"": ""497-19-8"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=497-19-8""}, ""PubChem CID"": {""text"": ""10340"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/10340""}, ""ChEBI"": {""text"": ""29377"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29377""}, ""GESTIS ZVG-Nr."": {""text"": ""490211"", ""href"": ""https://gestis.dguv.de/data?name=490211""}}"
