ID,Step,Solution,Solution_link,Medium,Mediums_link
step-4615,Adjust pH to 6.0.,4148,/solutions/4148,J414,/medium/J414
step-4616,Prepare Yeast extract-malt extract agar (ISP-2) (see Medium No. 43) and adjust pH to 5.0.,4149,/solutions/4149,J415,/medium/J415
step-4617,"Mix components, except L-cysteine x HCl x H2O, and adjust pH to 6.5. Distribute the medium into appropriate culture vessels (e.g., 20 ml of the medium in 120 ml serum bottles) under a N2atmosphere, seal with butyl rubber stoppers and autoclave. Separately autoclave concentrated (100- or 200-fold) L-cysteine x HCl x H2O solution under a N2atmosphere. Prior to inoculation, add the sterile L-cysteine x HCl x H2O solution. Pressurize the inoculated vessels to 100 kPa N2.",4150,/solutions/4150,J416,/medium/J416
step-4618,"Comment: For strain JCM 12418, inoculate with a 10% inoculum.",4150,/solutions/4150,J416,/medium/J416
step-4619,"Mix ingredients, except Trace vitamins, NaHCO3and sulfur, adjust pH to 5.5, and autoclave. Filter-sterilize Trace vitamins and 5% NaHCO3solution, and add to the medium. Steam sulfur for 3 hr on each of 3 successive days. Separately autoclave 5% Na2S x 9H2O solution under a N2atmosphere. Distribute the medium into culture vessels (e.g., 20 ml of the medium in 120 ml serum bottles) containing sterilized sulfur under a stream of H2-CO2(4:1, v/v) gas mixture, sparge for 5 min with the same gas mixture, and seal with butyl rubber stoppers. Prior to inoculation, add the sterilized Na2S x 9H2O solution to the medium, and pressurize to 200 kPa H2-CO2(4:1, v/v). Readjust pH to 5.5, if necessary.",4151,/solutions/4151,J417,/medium/J417
step-4620,"Mix ingredients, except Trace vitamins and NaHCO3, and adjust pH to 7.0. Distribute the medium into culture vessels (e.g., 20 ml of medium in 120 ml serum bottles) under a stream of N2-CO2(4:1, v/v) gas mixture, seal with butyl rubber stoppers and autoclave. Filter-sterilize Trace vitamins and 5% NaHCO3solution and add to the medium. Finally add O2gas to make 5% (v/v) in the gas phase.",4153,/solutions/4153,J419,/medium/J419
step-4621,"Mix ingredients, except Trace vitamins, NaHCO3, sulfur and Na2S x 9H2O, adjust pH to 6.0, and autoclave. Filter-sterilize Trace vitamins and 5% NaHCO3solution, and add to the medium. Steam sulfur for 3 hr on each of 3 successive days. Separately autoclave 5% Na2S x 9H2O solution under a N2atmosphere. Distribute the medium into culture vessels containing appropriate amount of sulfur (e.g., 20 ml of medium in 120 ml serum bottles containing 0.6 g sulfur) under a stream of H2-CO2(4:1, v/v) gas mixture and seal with butyl rubber stoppers. Aseptically and anaerobically add the sterile Na2S x 9H2O solution. Pressurize the inoculated bottle to 300 kPa H2-CO2(4:1, v/v).",4154,/solutions/4154,J420,/medium/J420
step-4622,"Use Trace mineral solution of Medium No. 324 supplemented with 0.01 g/L SrCl2 x 6H2O, 0.01 g/L NaBr and 0.01 g/L KI.",4155,/solutions/4155,J420,/medium/J420
step-4623,"Mix ingredients except sulfur, adjust pH to 6.5 - 7.0 with NaOH and filter-sterilize. Steam sulfur for 3 hr on each of 3 successive days. Distribute the medium into culture vessels (e.g., 20 ml in 120 ml serum bottles) containing sulfur under a H2-CO2(4:1, v/v) gas mixture, and seal with butyl rubber stoppers. Pressurize the inoculated bottles to 300 kPa H2-CO2(4:1, v/v).",4156,/solutions/4156,J421,/medium/J421
step-4624,Comment: Adjust final pH to 7.0 (for strain JCM 12458) or 6.5 (for strain JCM 12459).,4156,/solutions/4156,J421,/medium/J421
step-4625,Prepare Glycerol-asparagine agar (ISP-5) (see Medium No. 60) and adjust pH to 5.0.,4157,/solutions/4157,J422,/medium/J422
step-4626,Adjust pH to 7.2.,4158,/solutions/4158,J423,/medium/J423
step-4627,"Use Medium No. 284 supplemented with 0.1 g sodium acetate in Solution A (per 900 ml), and with 2.72 g sodium formate in Solution B (per 100 ml) instead of sodium pyruvate. Otherwise, prepare the medium as described in the recipe of Medium No. 284.",4160,/solutions/4160,J424,/medium/J424
step-4628,"Comment: For strain JCM 12467, incubate with a 10% inoculum.",4160,/solutions/4160,J424,/medium/J424
step-4629,"Add components except acetate and APM salts solutions to distilled water, bring volume to 1.0 L and adjust pH to 6.8. Distribute the medium into culture vessels under a N2-CO2(4:1, v/v) gas mixture, sparge with the same gas mixture for 10 - 15 min, seal with butyl rubber stoppers and autoclave. Separately autoclave acetate and APM salts solutions under a N2gas atmosphere and add to the medium anaerobically.",4161,/solutions/4161,J425,/medium/J425
step-4630,Prepare MRS medium (see Medium No. 1) in normally hopped beer instead of distilled water. Adjust pH to 5.2.,4164,/solutions/4164,J426,/medium/J426
step-4631,Adjust pH to 7.2.,4165,/solutions/4165,J427,/medium/J427
step-4632,Adjust pH to 7.0.,4166,/solutions/4166,J428,/medium/J428
step-4633,Adjust pH to 7.0.,4167,/solutions/4167,J429,/medium/J429
step-4634,"Mix components thoroughly and autoclave under a N2-CO2(4:1, v/v) gas atmosphere. After cooling, aseptically and anaerobically add the following solutions (autoclaved or *filter-sterilized):",4168,/solutions/4168,J430,/medium/J430
step-4635,"Adjust pH to 7.1 - 7.4, if necessary.",4168,/solutions/4168,J430,/medium/J430
step-4636,"Autoclave Basal medium supplemented with Trace element solution, Selenite-tungstate solution and resazurin under N2-CO2(4:1, v/v). Separately autoclave glucose, yeast extract and tryptone (10% each) and add to the medium. Filter-sterilize Trace vitamins and NaHCO3(8%) solution and add to the medium. Steam sulfur for 3 hr on each of 3 successive days. Distribute the medium into culture vessels containing sulfur under a N2-CO2(4:1, v/v) gas mixture and seal with butyl rubber stoppers. Before inoculation, reduce the medium with 5% Na2S x 9H2O solution (autoclaved under a N2atmosphere). Readjust pH to 7.2, if necessary.",4169,/solutions/4169,J431,/medium/J431
step-4637,Adjust pH to 7.0.,4173,/solutions/4173,J432,/medium/J432
step-4638,Dissolve FeCl2x 4H2O first in HCl. Then dilute in distilled water and add the remaining salts.,4178,/solutions/4178,J433,/medium/J433
step-4639,Autoclave Solutions A and B separately and combine after cooling. Filter-sterilize vitamin solution and add to the autoclaved medium.,4179,/solutions/4179,J433,/medium/J433
step-4640,Adjust pH to 7.0.,4179,/solutions/4179,J433,/medium/J433
step-4641,"Use Medium No. 284 supplemented with final 1.0 ml Trace vitamins solution in Solution A (per 900 ml), and with 7.2 g sucrose in Solution B (per 100 ml) instead of sodium pyruvate. Otherwise, prepare the medium as described in the recipe of Medium No. 284.",4180,/solutions/4180,J434,/medium/J434
step-4642,"Comment: For strains JCM 12577 and JCM 12578, incubate with a 10% inoculum.",4180,/solutions/4180,J434,/medium/J434
step-4643,"Use Solution A of Medium No. 284 supplemented with final 1.0 ml Trace vitamins solution and 1.0 g yeast extract, and dissolved in 1.0 L distilled water. Dispense the medium into culture vessels (e.g., 20 ml of the medium in 50 ml serum bottle) under a stream of N2-CO2(80:20, v/v) and seal with butyl rubber stoppers. After autoclaving, stand the medium overnight. Prior to inoculation, aseptically and anaerobically add 0.01 volume of L-cysteine x HCl x H2O and Na2S x 9H2O solutions to the medium (3% solutions, autoclaved and stored under a N2atmosphere).",4181,/solutions/4181,J435,/medium/J435
step-4644,"Comment: For strain JCM 12579, incubate with a 2% inoculum.",4181,/solutions/4181,J435,/medium/J435
step-4645,"Use Medium No. 341 with 1.36 g/L (final) CaCl2x 2H2O, and with distilled water instead of the artificial seawater. Adjust pH to 7.2.",4182,/solutions/4182,J436,/medium/J436
step-4646,"Comment: For strain JCM 12614, place pieces of sterile filter paper (e.g., 1 cm x 1 cm) onto the surface of the plate. Inoculate onto the filter paper.",4182,/solutions/4182,J436,/medium/J436
step-4647,Adjust pH to 7.2.,4183,/solutions/4183,J437,/medium/J437
step-4648,"Dissolve components except sodium lactate and sodium dithionite in 900 ml distilled water and adjust pH to 9.0 with NaOH. Bring to a boil, and cool down under a N2gas stream. Distribute the medium into culture vessels (e.g., 9 ml of the medium in Hungate tubes) under N2, seal with butyl rubber stoppers and autoclave. Separately autoclave 0.2 M sodium lactate under a N2atmosphere. After cooling, add 1/9 volume of the sodium lactate solution to the medium. Readjust pH to 9.0, if necessary. Prior to use, reduce the medium with a freshly prepared, filter-sterilize 1% sodium dithionite solution.",4184,/solutions/4184,J438,/medium/J438
step-4649,"Mix components thoroughly and adjust pH to 7.0. Bring to a boil, and cool down under a N2-CO2(4:1, v/v) gas stream. Distribute the medium into culture vessels (e.g., 10 ml medium in Hungate tubes) under the same gas mixture, seal with butyl rubber stoppers and autoclave. After cooling, anaerobically and aseptically add per liter the following solutions (autoclaved or *filter-sterilized):",4185,/solutions/4185,J439,/medium/J439
step-4650,"Prior to use, add per liter the following solution (autoclaved and stored under a N2atmosphere):",4185,/solutions/4185,J439,/medium/J439
step-4651,"Use Medium No. 371 supplemented with 30.0 g/L (final) NaCl. Prior to inoculation, add an additional 3% Na2S x 9H2O solution (neutralized, autoclaved and stored under a N2atmosphere, 4 ml per liter of the medium) to the medium. Pressurize the inoculated bottles to 200 kPa H2-CO2(4:1, v/v) gas mixture.",4187,/solutions/4187,J440,/medium/J440
step-4652,Adjust pH to 7.0 - 7.3.,4188,/solutions/4188,J441,/medium/J441
step-4653,Add components to distilled water and bring volume to 1.0 L.,4189,/solutions/4189,J442,/medium/J442
step-4654,Adjust pH to 7.5 with 1 M Tris base.,4189,/solutions/4189,J442,/medium/J442
step-4655,Adjust pH to 7.0.,4190,/solutions/4190,J443,/medium/J443
step-4656,"Add components to distilled water and bring volume to 1.0 L. Adjust pH to 7.2. For preparation of solid medium, add 20.0 g/L agar.",4191,/solutions/4191,J444,/medium/J444
step-4657,Adjust pH to 7.2.,4191,/solutions/4191,J444,/medium/J444
step-4658,Add components to distilled water and bring volume to 1.0 L.,4192,/solutions/4192,J445,/medium/J445
step-4659,Adjust pH to 7.5.,4192,/solutions/4192,J445,/medium/J445
step-4660,"Mix ingredients except NaHCO3and sulfur, adjust pH to 7.5 with NaOH and autoclave. Filter-sterilize 8% NaHCO3solution and add to the medium. Steam sulfur for 3 hr on each of 3 successive days. Distribute the medium into culture vessels containing appropriate amount of sulfur (e.g., 20 ml of medium in 120 ml serum bottles containing 0.06 g sulfur) under a stream of CO2-O2(93:7, v/v) gas mixture, seal with butyl rubber stoppers and readjust pH to 7.5 with NaOH. Pressurize the inoculated vessel to 100 kPa CO2-O2(93:7, v/v).",4193,/solutions/4193,J446,/medium/J446
step-4661,"Mix ingredients except NaHCO3and Na2S x 9H2O, and bring to a boil for 5 min, then, cool down under a stream of a H2-CO2(80:20, v/v) gas mixture. Distribute the medium into culture vessels (e.g., 20 ml of the medium in 120 ml serum bottles) under the same gas mixture, seal with butyl rubber stoppers and autoclave. Filter-sterilize NaHCO3as an 8% solution while gassing with N2-CO2(80:20, v/v). Separately autoclave 5% Na2S x 9H2O solution under a N2atmosphere. Aseptically and anaerobically add the NaHCO3solution to the medium and readjust pH to 7.6 - 7.8 with a sterile 1% Na2CO3solution (stocked anaerobically). Prior to inoculation, add the sterile Na2S x 9H2O solution. Pressurize inoculated bottles to 200 kPa H2-CO2(80:20, v/v).",4195,/solutions/4195,J447,/medium/J447
step-4662,"Mix ingredients except sulfur, NaHCO3and Na2S x 9H2O, adjust pH to 6.5 and autoclave. Filter-sterilize 8% NaHCO3solution and add to the medium. Steam sulfur for 3 hr on each of 3 successive days. Separately autoclave 5% Na2S x 9H2O solution under a N2atmosphere. Aseptically distribute the medium into culture vessels containing appropriate amount of sulfur (e.g., 20 ml culture medium in 120 ml serum bottle containing 0.24 g sulfur) under a H2-CO2(4:1, v/v) gas mixture and seal with butyl rubber stoppers. Prior to inoculation, add the sterile Na2S x 9H2O solution and readjust pH to 6.5, if necessary. Pressurize the inoculated bottles to 200 kPa H2-CO2(4:1, v/v).",4196,/solutions/4196,J448,/medium/J448
step-4663,Adjust pH to 6.0. Replace gas phase with N2.,4197,/solutions/4197,J449,/medium/J449
step-4664,"Use sodium acetate instead of 17 beta-estradiol donor. The former can be added prior to autoclaving. After autoclaving and cooling under N2-CO2(80:20, v/v), add the following components to the medium:",4198,/solutions/4198,J451,/medium/J451
step-4665,The final pH of the medium should be about 7.2. All culture vessels with estradiol as substrate are incubated at 28C in the dark for 8 - 10 days. The culture with estradiol should be briefly shaken once a day.,4198,/solutions/4198,J451,/medium/J451
step-4666,Adjust pH to 7.0.,4199,/solutions/4199,J452,/medium/J452
step-4667,Adjust pH to 7.0 - 7.2.,4200,/solutions/4200,J453,/medium/J453
step-4668,"Dissolve components except Na2CO3, NaHCO3and Na2S x 9H2O in 700 ml distilled water and autoclave under a N2atmosphere in a bottle capped with a butyl rubber stopper. Separately dissolve Na2CO3and NaHCO3in 300 ml distilled water, filter-sterilize, and add to the medium aseptically and anaerobically. Adjust pH to 9.0 - 9.5, if necessary. Prior to inoculation, reduce the medium by the addition of a 5% Na2S x 9H2O solution autoclaved under a N2atmosphere.",4201,/solutions/4201,J454,/medium/J454
step-4669,"After autoclaving, aseptically add 100 ml of a 10% Na2CO3solution to the medium. Check final pH to be about 10.0.",4202,/solutions/4202,J455,/medium/J455
step-4670,Use Medium No. 423 supplemented with 1.0 ml/L Tween 80 and 0.5 g/L L-cysteine x HCl x H2O. Prepare the medium under a N2atmosphere.,4203,/solutions/4203,J456,/medium/J456
step-4671,Add components except NaHCO3and sodium pyruvate to distilled water and bring volume to 1.0 L. Adjust pH to 7.4 with 1 M Tris base and autoclave. Filter-sterilize 8% (w/v) NaHCO3and 25% (w/v) sodium pyruvate solutions and add to the medium aseptically.,4204,/solutions/4204,J457,/medium/J457
step-4672,Adjust pH to 7.5 - 7.8.,4205,/solutions/4205,J458,/medium/J458
step-4673,Adjust pH to 7.0.,4206,/solutions/4206,J459,/medium/J459
step-4674,Autoclave glucose solution separately. Incubate under an oxygen-free atmosphere containing 5-10% CO2.,4206,/solutions/4206,J459,/medium/J459
step-4675,"Adjust pH to 7.1 with Na2CO3(10%, w/v), if necessary. Prepare medium under a N2atmosphere.",4207,/solutions/4207,J460,/medium/J460
step-4676,"Use lean beef or horse meat. Remove fat and connective tissue before grinding. Mix meat, water and NaOH, then boil for 15 min with stirring. Cool to room temperature, skim fat off surface and filter, retaining both meat particles and filtrate. Add water to the filtrate to a final volume of 1.0 L and then add the following:",4208,/solutions/4208,J461,/medium/J461
step-4677,"Boil, cool, add 0.5 g L-cysteine x HCl x H2O and adjust pH to 7.0. Dispense 7 ml into tubes containing meat particles (use 1 part meat particles to 4 or 5 parts fluid) under a N2atmosphere and seal with butyl rubber stoppers. Autoclave at 121C for 30 min. For agar slants, use 15 g agar per 1.0 L medium. Alternatively, commercially available Cooked Meat Medium may be used (Oxoid CM81; Merck 10928; Difco 0267-01-7). The medium should be supplemented with 5 g/L yeast extract, 5 g/L K2HPO4, 1 mg/L resazurin, and 0.5 g/L L-cysteine x HCl x H2O.",4208,/solutions/4208,J461,/medium/J461
step-4678,"Dissolve components except NaHCO3, Vitamin solution, Thiamine solution, Vitamin B12solution, sodium lactate and Na2S x 9H2O in 900 ml distilled water and adjust pH to 7.0. Bring to a boil and cool down under a N2-CO2(4:1, v/v) gas stream. Distribute the medium into culture vessels (e.g., 9 ml of the medium in Hungate tubes) under a N2-CO2(4:1, v/v) gas mixture, seal with butyl rubber stoppers and autoclave. Separately autoclave 0.2 M sodium lactate under a N2atmosphere. After cooling, add 1/9 volume of the sodium lactate solution, and filter-sterilized 8% NaHCO3solution, Vitamin solution, Thiamine solution and Vitamin B12solution to the medium. Readjust pH to 7.0, if necessary. Prior to use, reduce the medium with Na2S x 9H2O (3% solution, autoclaved and stocked under N2).",4209,/solutions/4209,J462,/medium/J462
step-4679,"Use JCM Medium No. 462 without Na2S x 9H2O, and with 20 mM sodium acetate and 30 mM ferric citrate instead of sodium lactate. Reduce the medium with 0.5 g/L L-cysteine x HCl (5% solution, autoclaved and stored under N2).",4211,/solutions/4211,J463,/medium/J463
step-4680,Adjust pH to 7.2.,4212,/solutions/4212,J464,/medium/J464
step-4681,"Use Medium No. 461 with 0.4% glucose, 0.1% cellobiose, 0.1% maltose and 0.1% soluble starch.",4213,/solutions/4213,J465,/medium/J465
step-4682,Adjust pH to 7.0.,4214,/solutions/4214,J466,/medium/J466
step-4683,Adjust pH to 7.5 with solid K2CO3.,4216,/solutions/4216,J468,/medium/J468
step-4684,Use Medium No. 156 with 10.0 ml/L (final) hemin solution and 10.0 ml/L (final) menadione solution.,4217,/solutions/4217,J469,/medium/J469
step-4685,Dissolve 50 mg hemin first in 1 ml of 1 N NaOH. Then adjust volume to 100 ml.,4218,/solutions/4218,J469,/medium/J469
step-4686,Dissolve 5 mg menadione first in 1 ml of ethanol. Then adjust volume to 100 ml.,4219,/solutions/4219,J469,/medium/J469
step-4687,"Dissolve ingredients except FeSO4x 7H2O, NaHCO3, yeast extract and vitamins, and adjust pH to 7.0. Bring to a boil for 3 min, then cool to room temperature under a N2gas stream. Dispense the medium under the same gas atmosphere into culture vessels, seal with butyl rubber stoppers and autoclave. Add sterile anaerobic stock solutions of FeSO4x 7H2O (1%, in 0.1 N H2SO4), NaHCO3(8%, under a N2x CO2gas mixture), yeast extract (10%) and vitamins (filter-sterilized) to the medium. Adjust final pH of the medium to 7.0 - 7.2. Add 10 - 20 mg sodium dithionite per liter [e.g., from 5% (w/v) solution, freshly prepared under N2and filter-sterilized], if the medium is not completely reduced after inoculation.",4220,/solutions/4220,J470,/medium/J470
step-4688,"First adjust pH to 1.0 with diluted H2SO4, then dissolve the salts.",4221,/solutions/4221,J470,/medium/J470
step-4689,"Use Medium No. 383, replacing sodium lactate with 0.7 g/L sodium acetate and 2.0 g/L yeast extract. Prepare the medium under a H2-CO2(4:1, v/v) gas atmosphere and reduce the medium with final 0.1 g/L Na2S x 9H2O and 0.03 g/L sodium dithionite (filter-sterilized, prepare the solution just before use). Pressurize the inoculated culture vessels to 100 kPa H2-CO2(4:1, v/v).",4222,/solutions/4222,J471,/medium/J471
step-4690,"Mix components and autoclave. After cooling down to room temperature, adjust pH to 9.0 with 20% (w/v) Na2CO3(sterilized by autoclaving).",4227,/solutions/4227,J476,/medium/J476
step-4691,"Use Medium No. 243 supplemented with 0.5 g/L yeast extract, 0.5 g/L peptone, 0.5 g/L tryptone (BD-Difco) and 0.6 g/L (final) sodium acetate. Readjust pH to 7.2 - 7.6, if necessary.",4228,/solutions/4228,J477,/medium/J477
step-4692,"Mix ingredients except Trace vitamins, NaHCO3and sulfur, adjust pH to 6.8 and autoclave. Filter-sterilize Trace vitamins and 5% NaHCO3solution and add to the medium. Steam sulfur for 3 hr on each of 3 successive days. Distribute the medium into culture vessels containing appropriate amount of sulfur (e.g., 20 ml of medium in 120 ml serum bottles containing 0.2 g sulfur) under a stream of H2-CO2(4:1, v/v) gas mixture and seal with butyl rubber stoppers. Pressurize the inoculated bottle to 200 kPa H2-CO2(4:1, v/v).",4229,/solutions/4229,J478,/medium/J478
step-4693,Use Solution A of Medium No. 284 without yeast extract. Prepare the culture vessels containing the solution as described in the recipe of Medium No. 284.,4231,/solutions/4231,J479,/medium/J479
step-4694,Autoclave and store under a N2atmosphere.,4232,/solutions/4232,J479,/medium/J479
step-4695,Autoclave and store under a N2atmosphere.,4233,/solutions/4233,J479,/medium/J479
step-4696,"To complete the medium, add 0.05 volume of Solutions B and C to the culture vessels containing Solution A. Prior to inoculation, aseptically and anaerobically add 0.01 volume of L-cysteine x HCl x H2O and Na2S x 9H2O solutions to the medium (3% solutions, autoclaved and stored under a N2atmosphere).",4233,/solutions/4233,J479,/medium/J479
step-4697,"Comment: For strains JCM 13213, JCM 13214, JCM 13215 and JCM 13216, incubate with a 10% inoculum.",4233,/solutions/4233,J479,/medium/J479
step-4698,"Dissolve components, except NaHCO3, dithiothreitol and mannitol, in 900 ml distilled water and autoclave under a N2-CO2(4:1, v/v) atmosphere. Separately autoclave 3% (w/v) dithiothreitol solution and 1 M mannitol solution under a N2atmosphere. Add filter-sterilized 5% NaHCO3[stored under a N2-CO2(4:1, v/v) atmosphere] to the medium. Prior to inoculation, add the sterile dithiothreitol and mannitol solutions.",4234,/solutions/4234,J480,/medium/J480
step-4699,Use Trace element solution of Medium No. 243 without Na2SeO3x 5H2O.,4235,/solutions/4235,J480,/medium/J480
step-4700,"Mix components except vitamin solution, and adjust pH to 4.5 - 6.5. After autoclaving, aseptically add filter-sterilized vitamin solution.",4238,/solutions/4238,J483,/medium/J483
step-4701,"Mix ingredients except Na2S2O3x 5H2O, yeast extract, Trace vitamins and 2-mercaptoethanol, and adjust pH to 6.0. Bring to a boil for 5-10 sec, then, cool down under a stream of H2-CO2(80:20, v/v). Dispense the medium into suitable culture vessels under a stream of H2-CO2(80:20, v/v), seal with butyl rubber stoppers and autoclave 115C for 40 min. Separately autoclave Na2S2O3x 5H2O and 2-mercaptoethanol as 50 g/L solutions and yeast extract as 100 g/L solution under a N2atmosphere. Filter-sterilize Trace vitamins and store under a N2atmosphere. Prior to inoculation, aseptically and anaerobically add the Na2S2O3x 5H2O, yeast extract, Trace vitamins and 2-mercaptoethanol solutions to the medium. Pressurize the inoculated bottles to 200 kPa H2-CO2(80:20, v/v).",4241,/solutions/4241,J484,/medium/J484
step-4702,Dissolve nitrilotriacetic acid and adjust pH to 6.5 with KOH. Then proceed to add minerals. Adjust final pH to 7.0.,4242,/solutions/4242,J484,/medium/J484
step-4703,Adjust pH to 7.2.,4244,/solutions/4244,J486,/medium/J486
step-4704,Adjust pH to 8.0.,4246,/solutions/4246,J488,/medium/J488
step-4705,"Mix components except urea and sodium thioglycolate, bring to a boil for a few seconds and cool to room temperature under a N2-CO2(4:1, v/v) gas mixture. Add sodium thioglycolate, dispense the medium into culture vessels under the same gas mixture, seal with butyl rubber stoppers and autoclave. After cooling, add 10% urea solution (filter-sterilized and stored under a N2gas atmosphere) to the medium and adjust pH to 7.4.",4247,/solutions/4247,J489,/medium/J489
step-4706,"Use Medium No. 480 with 3.6 g/L D-glucose instead of mannitol. Autoclave 1 M glucose solution separately under a N2atmosphere, and add to the medium.",4248,/solutions/4248,J490,/medium/J490
step-4707,"Mix ingredients except NaHCO3, sulfur and Na2S x 9H2O, adjust pH to 7.0 with NaOH and autoclave under a N2atmosphere. Filter-sterilize 8% NaHCO3solution and add to the medium. Steam sulfur for 3 hr on each of 3 successive days. Distribute the medium into culture vessels (e.g., 20 ml in 120 ml serum bottles) containing sulfur under a stream of a H2-CO2(4:1, v/v) gas mixture and seal with butyl rubber stoppers. Prior to inoculation, add 5% Na2S x 9H2O (autoclaved and stocked under a N2atmosphere) to the medium. Pressurize the inoculated bottles to 200 kPa H2-CO2(4:1, v/v).",4250,/solutions/4250,J492,/medium/J492
step-4708,"Mix ingredients except NaHCO3and sulfur, adjust pH to 7.0 with NaOH and autoclave under a N2atmosphere. Filter-sterilize 8% NaHCO3solution and add to the medium. Steam sulfur for 3 hr on each of 3 successive days. Distribute the medium into culture vessels (e.g., 20 ml in 120 ml serum bottles) containing sulfur under a stream of a N2-CO2(4:1, v/v) gas mixture and seal with butyl rubber stoppers. Pressurize the inoculated bottles to 200 kPa N2-CO2(4:1, v/v).",4252,/solutions/4252,J493,/medium/J493
step-4709,"Mix ingredients except sulfur and Na2S x 9H2O, adjust pH to 5.0 and autoclave under a N2atmosphere. Steam sulfur for 3 hr on each of 3 successive days. Distribute the medium into culture vessels (e.g., 20 ml in 120 ml serum bottles) containing sulfur under a stream of a H2-CO2(4:1, v/v) gas mixture and seal with butyl rubber stoppers. Prior to inoculation, add 5% Na2S x 9H2O (autoclaved and stocked under a N2atmosphere) to the medium. Readjust pH to 5.0 - 5.3. Pressurize the inoculated bottles to 200 kPa H2-CO2(4:1, v/v).",4253,/solutions/4253,J494,/medium/J494
step-4710,"Mix ingredients except NaHCO3, adjust pH to 7.0 with NaOH and autoclave under a H2-CO2(4:1, v/v) gas mixture. Filter-sterilize 8% NaHCO3solution and add to the medium. Pressurize the inoculated bottles to 200 kPa H2-CO2(4:1, v/v).",4254,/solutions/4254,J495,/medium/J495
step-4711,Add the following component after autoclaving:,4255,/solutions/4255,J496,/medium/J496
step-4712,Autoclave separately.,4256,/solutions/4256,J496,/medium/J496
step-4713,Adjust pH to 6.8.,4256,/solutions/4256,J496,/medium/J496
step-4714,Add the following components after autoclaving:,4257,/solutions/4257,J497,/medium/J497
step-4715,Adjust pH to 6.8.,4258,/solutions/4258,J498,/medium/J498
step-6804,"Mix ingredients of Solution A, adjust pH to 7.2, bring to a boil for a few minutes and cool down to room temperature under a stream of N2-CO2(4:1, v/v) gas mixture. Distribute the solution into culture vessels under the same gas mixture, seal with butyl rubber stoppers and autoclave. Filter-sterilize Solution B and equilibrate by gassing with the same gas mixture for at least 15 min. Autoclave Solutions C and D under a N2atmosphere. Add appropriate amounts of Solutions B, C and D to Solution A to complete the medium.",4259,/solutions/4259,J499,/medium/J499
step-4717,"Mix ingredients except Na2S x 9H2O and adjust pH to 7.0 with 1 N NaOH. Distribute the medium into culture vessels under a N2gas atmosphere, add Na2S x 9H2O (as a 5% solution), seal with butyl rubber stoppers and autoclave.",4266,/solutions/4266,J500,/medium/J500
step-4718,"Mix components except Vitamin and Vitamin B12solutions, adjust pH to 7.0 and autoclave under a N2gas atmosphere. After autoclaving, add filter-sterilized Vitamin and Vitamin B12solutions.",4268,/solutions/4268,J501,/medium/J501
step-4719,"Filter-sterilize and store under a N2-CO2(4:1, v/v) gas mixture.",4271,/solutions/4271,J501,/medium/J501
step-4720,Mix components and filter-sterilize just before use.,4272,/solutions/4272,J501,/medium/J501
step-4721,"Separately sterilize the above described solutions. Mix Solutions A, B, C and D, distribute into culture vessels under a N2-CO2(4:1, v/v) gas mixture, and seal with butyl rubber stoppers. Then, add Solution E and adjust pH to 7.2 - 7.8, if necessary.",4272,/solutions/4272,J501,/medium/J501
step-4722,"Mix ingredients except Vitamin and Vitamin B12solutions, adjust pH to 7.0 and autoclave under a N2gas atmosphere. After autoclaving, add filter-sterilized Vitamin and Vitamin B12solutions to the solution.",4274,/solutions/4274,J502,/medium/J502
step-4723,"Filter-sterilize and store under a N2-CO2(4:1, v/v) gas mixture.",4276,/solutions/4276,J502,/medium/J502
step-4724,Autoclave and store under a N2gas atmosphere.,4277,/solutions/4277,J502,/medium/J502
step-4725,"Separately sterilize the above described solutions. Mix Solutions A, B and C, distribute into culture vessels under a N2-CO2(4:1, v/v) gas mixture and seal with butyl rubber stoppers. Then, add Solution D and adjust pH to 7.2 - 7.8, if necessary.",4277,/solutions/4277,J502,/medium/J502
step-4726,"Use Medium No. 284 supplemented with final 0.2 g yeast extract and 1.0 ml Trace vitamins solution in Solution A (per 900 ml) and with 0.414 g 4-hydroxybenzoic acid in Solution B (per 100 ml) instead of sodium pyruvate. Otherwise, prepare the medium as described in the recipe of Medium No. 284.",4278,/solutions/4278,J503,/medium/J503
step-4727,"Comment: For strain JCM 13376, incubate with a 15 - 20% inoculum.",4278,/solutions/4278,J503,/medium/J503
step-4728,"Use Medium No. 284 without yeast extract and supplemented with final 1.0 ml Trace vitamins solution in Solution A (per 900 ml), replacing sodium pyruvate with 0.9 g 2,3-butanediol in Solution B (per 100 ml). Otherwise, prepare the medium as described in the recipe of Medium No. 284.",4279,/solutions/4279,J504,/medium/J504
step-4729,"Comment: For cultivation of strain JCM 13382, incubate with a 5% inoculum.",4279,/solutions/4279,J504,/medium/J504
step-4730,"Mix components thoroughly, adjust pH to 6.5 and autoclave under a N2atmosphere. After cooling, add per liter the following solution (autoclaved and stored under a N2atmosphere):",4281,/solutions/4281,J506,/medium/J506
step-4731,"Dissolve at 1,000-fold concentration in acidified water (0.5 ml concentrated H2SO4per liter), then dilute.",4282,/solutions/4282,J506,/medium/J506
step-4732,"Use Solution A of Medium No. 284 supplemented with 0.1 g sodium acetate and bring final volume to 1.0 L. Replace the gas phase with H2-CO2(80:20, v/v) and pressurize an inoculated bottle to 150 kPa with the same gas mixture.",4284,/solutions/4284,J507,/medium/J507
