Name,Synonyms,Growth Conditions
Sporosarcina ureae DSM 317,"
        CCM 858, , DSM 317, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-317, , IAM 13054, , JCM 2578, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=317, , NCIB 9150, NCIMB 9150    ","[{'media_title': '2: BACILLUS PASTEURII MEDIUM', 'media_link': '/medium/2?ccno=DSM 317', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 317', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Priestia megaterium DSM 319,"DSM 319, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-319","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 319', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Sporosarcina ureae DSM 320,"
        ATCC 13881, BCRC 10776, CCM 860, , DSM 320, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-320, , IAM 13055, , JCM 2579, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=320, , NCIB 9151, NCIMB 9151    ","[{'media_title': '2: BACILLUS PASTEURII MEDIUM', 'media_link': '/medium/2?ccno=DSM 320', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 320', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Priestia megaterium DSM 321,"DSM 321, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-321","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 321', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Priestia megaterium DSM 322,"DSM 322, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-322","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 322', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Sporosarcina pasteurii DSM 323,"DSM 323, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-323","[{'media_title': '2: BACILLUS PASTEURII MEDIUM', 'media_link': '/medium/2?ccno=DSM 323', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Metabacillus fastidiosus DSM 324,"
        ATCC 29312, , DSM 324, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-324, , NCIB 10016, NRS 1545    ","[{'media_title': '6: ALLANTOIN MINERAL MEDIUM', 'media_link': '/medium/6?ccno=DSM 324', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Metabacillus fastidiosus DSM 325,"
        ATCC 29313, , DSM 325, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-325, , NCIB 10017, NRS 1546    ","[{'media_title': '6: ALLANTOIN MINERAL MEDIUM', 'media_link': '/medium/6?ccno=DSM 325', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Metabacillus fastidiosus DSM 326,"
        ATCC 29314, , DSM 326, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-326, , NRS 1547    ","[{'media_title': '6: ALLANTOIN MINERAL MEDIUM', 'media_link': '/medium/6?ccno=DSM 326', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter chroococcum DSM 328,"DSM 328, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-328","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 328', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 328', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Paenibacillus chibensis DSM 329,"
        ATCC 9966, CCM 1084, , DSM 329, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-329, , NCIB 8144, NRS 1136, PCI 221    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 329', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter vinelandii DSM 332,"DSM 332, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-332","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 332', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 332', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Priestia megaterium DSM 333,"DSM 333, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-333","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 333', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Ancylobacter aquaticus DSM 334,"
        ATCC 27068, CCM 2549, , DSM 334, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-334, , IAM 12361, IAM 12362, , JCM 20515, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=334, , , JCM 20516, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=334","[{'media_title': '7: ANCYLOBACTER - SPIROSOMA MEDIUM', 'media_link': '/medium/7?ccno=DSM 334', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 334', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}, {'media_title': '428: HETEROTROPHIC MEDIUM H3P', 'media_link': '/medium/428?ccno=DSM 334', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}, {'media_title': 'J349: ANCYLOBACTER-SPIROSOMA MEDIUM', 'media_link': '/medium/J349?ccno=DSM 334', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Brevibacillus laterosporus DSM 335,"
        ATCC 6456, CCM 831, CIP 52.85, , DSM 335, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-335, , NRS 661    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 335', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Priestia megaterium DSM 337,"DSM 337, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-337","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 337', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Xanthobacter flavus DSM 338,"
        ATCC 35867, BCRC 12271, CCM 4469, CIP 105434, , DSM 338, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-338, , IFO 14759, , JCM 1204, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=338, , LMG 7045, NBRC 14759, NCAIM B.01946, NCIB 10071, NCIMB 10071, NRRL B-14838, VKM B-2106    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 338', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 338', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '428: HETEROTROPHIC MEDIUM H3P', 'media_link': '/medium/428?ccno=DSM 338', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J74: NUTRIENT AGAR', 'media_link': '/medium/J74?ccno=DSM 338', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Priestia megaterium DSM 339,"DSM 339, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-339","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 339', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Clavibacter insidiosus DSM 340,"DSM 340, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-340","[{'media_title': '53: CORYNEBACTERIUM AGAR', 'media_link': '/medium/53?ccno=DSM 340', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Pseudarthrobacter polychromogenes DSM 342,"
        BCRC 12113, , DSM 342, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-342, , ICPB 2568, ICPB 2568 AN, , JCM 3876, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=342","[{'media_title': '53: CORYNEBACTERIUM AGAR', 'media_link': '/medium/53?ccno=DSM 342', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 342', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}, {'media_title': 'J26: R AGAR', 'media_link': '/medium/J26?ccno=DSM 342', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Priestia megaterium DSM 344,"DSM 344, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-344","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 344', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus cereus DSM 345,"
        ATCC 11778, ATCC 9634, BTCC 924, CCM 869, CECT 193, , DSM 345, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-345, , FDA PCI 213, HNCMB 100003, IMET 10883, IMET 10884, NBIMCC 1085, NCDO 720, NCIMB 8012, NCIMB 8849, NCIMB 9231, NCTC 10320, PCI 213, WDCM 00001    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 345', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '92: TRYPTICASE SOY YEAST EXTRACT MEDIUM', 'media_link': '/medium/92?ccno=DSM 345', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '693: COLUMBIA BLOOD MEDIUM', 'media_link': '/medium/693?ccno=DSM 345', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Staphylococcus aureus DSM 346,"
        ATCC 6538P, BCRC 10451, CCM 2022, CCUG 1828, CECT 240, CGMCC 1.2910, CIP 53.156, , DSM 346, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-346, , FDA 209P, IAM 1011, IAM 12082, IFO 12732, IID 671, , JCM 2151, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=346, , KCTC 1927, LMG 8195, NBRC 12732, NCFB 1963, NCIMB 8625, NCTC 7447, NRIC 1136, NRRL B-313, RIMD 3109007, WDCM 00033    ","[{'media_title': '92: TRYPTICASE SOY YEAST EXTRACT MEDIUM', 'media_link': '/medium/92?ccno=DSM 346', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}, {'media_title': '693: COLUMBIA BLOOD MEDIUM', 'media_link': '/medium/693?ccno=DSM 346', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 346', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}, {'media_title': 'J27: TRYPTO-SOYA AGAR', 'media_link': '/medium/J27?ccno=DSM 346', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacillus spizizenii DSM 347,"
        AHU 1038, ATCC 6633, BCRC 10447, BUCSAV 425, CCM 1999, CCUG 10779, CECT 356, CIP 52.62, , DSM 347, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-347, , IAM 1069, IFO 3134, IID 506, IMET 10880, , JCM 20035, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=347, , , JCM 2499, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=347, , KCTC 2189, LMG 8197, NBRC 3134, NCIB 8054, NCIMB 8054, NCTC 10400, NRIC 1022, NRIC 1521, NRRL B-209, NRRL B-354, OUT 8351, PCI 219, RIMD 0225013, VTT E-85231, WDCM 00003    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 347', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 347', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Kocuria rhizophila DSM 348,"
        ATCC 9341, BCRC 10449, CCM 552, CECT 241, CIP 53.45, CNCTC 5039, , DSM 348, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-348, , IAM 1099, IFO 12708, , JCM 20050, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=348, , LMG 8194, LMG 8764, LMG 8789, LMG 8816, NBRC 103217, NBRC 12708, NBRC 3232, NCIMB 8553, NCTC 8340, PCI 1001    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 348', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 348', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacillus thuringiensis DSM 350,"DSM 350, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-350","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 350', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus cereus DSM 351,"DSM 351, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-351","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 351', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus sp. DSM 352,"
        VKM B-881, BKM B-881, , DSM 352, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-352","[{'media_title': '12: SOIL EXTRACT MEDIUM', 'media_link': '/medium/12?ccno=DSM 352', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus pumilus DSM 354,"
        CCM 1726, ATCC 71, , DSM 354, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-354","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 354', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus pumilus DSM 355,"
        ATCC 72, CCM 1697, , DSM 355, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-355, , IFO 12100, NBRC 12100    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 355', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Paenibacillus polymyxa DSM 356,"
        CCM 1465, ATCC 8523, , DSM 356, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-356","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 356', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Paenibacillus macerans DSM 357,"
        CN 1013, LMG 6325, CCUG 26009, CCM 1610, , DSM 357, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-357","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 357', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Cytobacillus firmus DSM 359,"
        ATCC 8247, CCM 2212, , DSM 359, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-359, , IAM 1188, IFO 3330, , JCM 20092, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=359, , NBRC 3330, NCIB 8162, OUT 8399, RIMD 0209001    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 359', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J74: NUTRIENT AGAR', 'media_link': '/medium/J74?ccno=DSM 359', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacillus cereus DSM 360,"DSM 360, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-360","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 360', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus pumilus DSM 361,"
        ATCC 14884, CCM 2218, CCUG 3273, CIP 3.83, CIP 76.18, , DSM 361, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-361, , IFO 12102, LMG 18517, NBRC 12102, NCIB 8982, NCTC 8241    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 361', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Brevibacillus parabrevis DSM 362,"
        ATCC 8185, BCRC 11047, BUCSAV 153, CCM 1089, CDA 515, CN 2203, , DSM 362, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-362, , IAM 1031, IFO 3331, , JCM 20017, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=362, , LMG 15973, NBRC 3331, NCFB 717, NCIB 8598, NCIMB 8598, NRS 751, RIMD 0205001    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 362', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 362', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Rhodococcus rhodochrous DSM 363,"
        ATCC 4276, , DSM 363, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-363, , , DSM 43202, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-43202, , IAM 12123, ICPB 4414, , JCM 20420, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=363, , LMG 4067    ","[{'media_title': '535: TRYPTICASE SOY BROTH AGAR', 'media_link': '/medium/535?ccno=DSM 363', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}, {'media_title': 'J26: R AGAR', 'media_link': '/medium/J26?ccno=DSM 363', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}, {'media_title': 'J43: YEAST EXTRACT-MALT EXTRACT AGAR (ISP-2)', 'media_link': '/medium/J43?ccno=DSM 363', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}, {'media_title': ""J57: YEAST-KRAINSKY'S AGAR"", 'media_link': '/medium/J57?ccno=DSM 363', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Rhodococcus sp. DSM 364,"DSM 43204, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-43204, , ATCC 17039, , DSM 364, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-364","[{'media_title': '65: GYM STREPTOMYCES MEDIUM', 'media_link': '/medium/65?ccno=DSM 364', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}]"
Paenibacillus polymyxa DSM 365,"DSM 365, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-365","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 365', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter vinelandii DSM 366,"
        ATCC 13705, , DSM 366, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-366","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 366', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 366', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter chroococcum DSM 368,"DSM 368, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-368","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 368', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 368', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter chroococcum DSM 369,"
        Rh 57, , DSM 369, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-369","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 369', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 369', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Brevibacillus parabrevis DSM 370,"
        CCM 1463, , DSM 370, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-370, , IFO 12374, NBRC 12374, NCIB 7577, NCTC 7577    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 370', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Paenibacillus polymyxa DSM 372,"DSM 372, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-372","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 372', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter beijerinckii DSM 373,"DSM 373, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-373","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 373', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 373', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter chroococcum DSM 374,"DSM 374, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-374","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 374', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 374', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azomonas agilis DSM 375,"
        ATCC 7494, CCUG 53669, , DSM 375, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-375, , IAM 15039, LMG 14901, LMG 3842, LMG 8754, NCIMB 12097    ","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 375', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 375', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}]"
Azorhizophilus paspali DSM 376,"
        ATCC 23367, , DSM 376, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-376","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 376', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 376', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter beijerinckii DSM 378,"
        ATCC 19360, BCRC 14360, CCUG 53670, CECT 9204, CIP 106282, , DSM 378, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-378, , IAM 12683, ICMP 8673, , JCM 20742, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=378, , LMG 1265, NCAIM B.01800, NCIB 8948, NCIMB 8948, NRRL B-14367, NRRL B-14640, VKM B-1615    ","[{'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 378', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J346: R2A AGAR', 'media_link': '/medium/J346?ccno=DSM 378', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Azotobacter chroococcum DSM 379,"DSM 379, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-379","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 379', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 379', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter beijerinckii DSM 381,"DSM 381, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-381","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 381', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 381', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter vinelandii DSM 382,"DSM 382, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-382","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 382', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 382', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus mycoides DSM 384,"
        IMG 1515, , DSM 384, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-384","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 384', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Azorhizophilus paspali DSM 388,"DSM 388, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-388","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 388', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 388', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter vinelandii DSM 389,"
        IMG 1610, , DSM 389, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-389","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 389', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 389', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter vinelandii DSM 390,"DSM 390, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-390","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 390', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 390', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azorhizophilus paspali DSM 391,"DSM 391, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-391","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 391', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 391', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
