Name,Name Link,ChEBI-ID,ChEBI-ID Link,CAS Registry NumberⓇ,CAS Registry NumberⓇ Link,Formula,Mass
Triethanolamine,https://mediadive.dsmz.de/ingredients/1724?p=47,28621,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28621,102-71-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=102-71-6,C6H15NO3,149.188
Na2HPO4-NaH2PO4buffer,https://mediadive.dsmz.de/ingredients/1725?p=47,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,10049-21-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10049-21-5,H3O4P.H2O.Na,
Basal salts solution,https://mediadive.dsmz.de/ingredients/1732?p=47,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
FeSO4x H2O,https://mediadive.dsmz.de/ingredients/1735?p=47,75834,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75834,17375-41-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=17375-41-6,FeH2O5S,169.923
Horikoshi-I medium,https://mediadive.dsmz.de/ingredients/1740?p=47,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Fe(SO4)3x n H2O,https://mediadive.dsmz.de/ingredients/1742?p=47,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Na2WO2x 2 H2O,https://mediadive.dsmz.de/ingredients/1743?p=47,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Sodium beta-glycerophosphate,https://mediadive.dsmz.de/ingredients/1744?p=47,132089,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132089,819-83-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=819-83-0,C3H7Na2O6P,216.04
LiCl,https://mediadive.dsmz.de/ingredients/1745?p=47,48607,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:48607,7447-41-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7447-41-8,ClLi,42.4
L-Sodium lactate,https://mediadive.dsmz.de/ingredients/1747?p=47,867561,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:867561,867-56-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=867-56-1,C3H6O3.Na,
Middlebrook 7H10 agar,https://mediadive.dsmz.de/ingredients/1748?p=47,2509,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2509,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Sodium butyrate,https://mediadive.dsmz.de/ingredients/1750?p=47,64103,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64103,156-54-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=156-54-7,C4H7NaO2,110.09
Capronic acid,https://mediadive.dsmz.de/ingredients/1751?p=47,30776,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30776,142-62-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=142-62-1,C6H12O2,116.158
Sodium fumarate,https://mediadive.dsmz.de/ingredients/1752?p=47,115156,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:115156,17013-01-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=17013-01-3,C4H2Na2O4,160.04
Sodium phosphate buffer,https://mediadive.dsmz.de/ingredients/1753?p=48,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,7558-79-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7558-79-4,H3O4P.2Na,
Glycerol-asparagine agar,https://mediadive.dsmz.de/ingredients/1754?p=48,2509,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2509,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
DL-Sodium malate,https://mediadive.dsmz.de/ingredients/1756?p=48,91261,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:91261,138-09-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=138-09-0,C4H4Na2O5,178.051
BL Agar,https://mediadive.dsmz.de/ingredients/1757?p=48,2509,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2509,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
CAPSO,https://mediadive.dsmz.de/ingredients/1762?p=48,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,73463-39-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=73463-39-5,C9H19NO4S,237.32
Mg(NO3)2x 6 H2O,https://mediadive.dsmz.de/ingredients/1763?p=48,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,13446-18-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=13446-18-9,H2O.1/3HNO3.1/6Mg,
84 g/L NaHCO3solution,https://mediadive.dsmz.de/ingredients/1764?p=48,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Sodium thioglycollate,https://mediadive.dsmz.de/ingredients/1768?p=48,86481,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86481,367-51-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=367-51-1,C2H3NaO2S,114.099
Reinforced clostridial medium,https://mediadive.dsmz.de/ingredients/1769?p=48,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
2-Mercaptoethanol,https://mediadive.dsmz.de/ingredients/1771?p=48,41218,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:41218,60-24-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=60-24-2,C2H6OS,78.1344
Sodium ascorbate,https://mediadive.dsmz.de/ingredients/1773?p=48,113451,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:113451,134-03-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=134-03-2,C6H7NaO6,198.11
Mueller Hinton II agar,https://mediadive.dsmz.de/ingredients/1775?p=48,2509,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2509,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Lactobacillus MRS broth,https://mediadive.dsmz.de/ingredients/1776?p=48,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Sodium propionate,https://mediadive.dsmz.de/ingredients/1778?p=48,132106,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132106,137-40-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=137-40-6,C3H5NaO2,96.06
Trace vitamins (see Medium No. 197),https://mediadive.dsmz.de/ingredients/1784?p=48,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Decane,https://mediadive.dsmz.de/ingredients/1785?p=48,41808,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:41808,124-18-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=124-18-5,C10H22,142.282
Chalcopyrite,https://mediadive.dsmz.de/ingredients/1787?p=48,86202,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86202,1308-56-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1308-56-1,CuFeS2,183.521
Dithionite,https://mediadive.dsmz.de/ingredients/1793?p=48,42160,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:42160,14844-07-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=14844-07-6,O4S2,128.13
Sugar,https://mediadive.dsmz.de/ingredients/1795?p=48,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,57-50-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=57-50-1,C12H22O11,342.3
beta-NAD,https://mediadive.dsmz.de/ingredients/1798?p=48,15846,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15846,53-84-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=53-84-9,C21H27N7O14P2,664.433
Peptic digest of animal tissue,https://mediadive.dsmz.de/ingredients/1799?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
NaHSO3,https://mediadive.dsmz.de/ingredients/1800?p=49,26709,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:26709,7631-90-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7631-90-5,HNaO3S,104.062
Sodium oleate,https://mediadive.dsmz.de/ingredients/1801?p=49,81860,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:81860,143-19-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=143-19-1,C18H33NaO2,304.443
D-Calcium pantothenate,https://mediadive.dsmz.de/ingredients/1807?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,137-08-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=137-08-6,C9H17NO5.1/2Ca,
KH2PO4x 2 H2O,https://mediadive.dsmz.de/ingredients/1810?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,H6KO6P,172.12
Trace element solution SL12,https://mediadive.dsmz.de/ingredients/1812?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Sodium palmitate,https://mediadive.dsmz.de/ingredients/1813?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,408-35-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=408-35-5,C16H32O2.Na,
Thioglycollic acid,https://mediadive.dsmz.de/ingredients/1814?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,68-11-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=68-11-1,C2H4O2S,92.12
Ferrous citrate,https://mediadive.dsmz.de/ingredients/1816?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,23383-11-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=23383-11-1,C6H8O7.xFe,
Sodium acetate x 3 H2O,https://mediadive.dsmz.de/ingredients/1817?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,6131-90-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=6131-90-4,C2H4O2.3H2O.Na,
Glutathione,https://mediadive.dsmz.de/ingredients/1819?p=49,16856,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16856,70-18-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=70-18-8,C10H17N3O6S,307.32
Toluene,https://mediadive.dsmz.de/ingredients/1820?p=49,17578,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17578,108-88-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=108-88-3,C7H8,92.14
Cooked meat medium,https://mediadive.dsmz.de/ingredients/1824?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
X10 Jamarin S,https://mediadive.dsmz.de/ingredients/1826?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
MnCl4x 4 H2O,https://mediadive.dsmz.de/ingredients/1828?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
N-Z-Case,https://mediadive.dsmz.de/ingredients/1829?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Trace minerals (see Medium No. 197,https://mediadive.dsmz.de/ingredients/1833?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
GAM agar,https://mediadive.dsmz.de/ingredients/1843?p=49,2509,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2509,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
R2A agar,https://mediadive.dsmz.de/ingredients/1844?p=49,2509,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2509,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Vitamin B12solution (see Medium No. 403),https://mediadive.dsmz.de/ingredients/1845?p=49,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Fatty acid mixture (see Medium No. 266),https://mediadive.dsmz.de/ingredients/1846?p=50,35366,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:35366,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Brewer anaerobic agar,https://mediadive.dsmz.de/ingredients/1847?p=50,2509,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2509,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Tris(hydroxymethyl)aminomethane,https://mediadive.dsmz.de/ingredients/1849?p=50,9754,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:9754,77-86-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=77-86-1,C4H11NO3,121.14
Sodium resazurin,https://mediadive.dsmz.de/ingredients/1852?p=50,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,62758-13-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=62758-13-8,C12H7NO4.Na,251.17
Menadione solution,https://mediadive.dsmz.de/ingredients/1853?p=50,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Brucella agar,https://mediadive.dsmz.de/ingredients/1854?p=50,2509,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2509,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Vitamin solution (see Medium No. 403),https://mediadive.dsmz.de/ingredients/1855?p=50,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Thiamine solution (see Medium No. 403),https://mediadive.dsmz.de/ingredients/1856?p=50,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Vancomycin x HCl,https://mediadive.dsmz.de/ingredients/1858?p=50,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,1404-93-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1404-93-9,C66H75Cl2N9O24.xClH,
"1,2-Dichloropropane",https://mediadive.dsmz.de/ingredients/1859?p=50,142468,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:142468,78-87-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=78-87-5,C3-H6-Cl2,112.986
L-Cysteine x HCl x H2O solution,https://mediadive.dsmz.de/ingredients/1860?p=50,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Acetate,https://mediadive.dsmz.de/ingredients/1861?p=50,30089,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30089,71-50-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=71-50-1,C2H3O2,59.044
Thiosulfate,https://mediadive.dsmz.de/ingredients/1862?p=50,26977,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:26977,14383-50-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=14383-50-7,O3S2,
Methanol solution (see below),https://mediadive.dsmz.de/ingredients/1863?p=50,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
NaNO2,https://mediadive.dsmz.de/ingredients/1865?p=50,78870,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:78870,7632-00-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7632-00-0,NNaO2,68.995
Hy-Case Amino,https://mediadive.dsmz.de/ingredients/1875?p=50,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,65072-00-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=65072-00-6,complex,complex
Rye-bran,https://mediadive.dsmz.de/ingredients/1880?p=50,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Malted wheat meal,https://mediadive.dsmz.de/ingredients/1881?p=50,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Trypsin,https://mediadive.dsmz.de/ingredients/1882?p=50,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,9002-07-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9002-07-7,,
Trace minerals (see Medium No. 151,https://mediadive.dsmz.de/ingredients/1883?p=50,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Iron(III) citrate,https://mediadive.dsmz.de/ingredients/1885?p=51,144421,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:144421,3522-50-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3522-50-7,C6H8O7.Fe,244.944
Trace element solution (see Medium No. 187,https://mediadive.dsmz.de/ingredients/1886?p=51,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Trisodium citrate x H2O,https://mediadive.dsmz.de/ingredients/1888?p=51,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Dimethyl sulfoxide,https://mediadive.dsmz.de/ingredients/1890?p=51,28262,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28262,67-68-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=67-68-5,C2H6OS,78.1344
Tween 20,https://mediadive.dsmz.de/ingredients/1891?p=51,9784,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:9784,9005-64-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9005-64-5,complex,complex
NiCl2x H2O,https://mediadive.dsmz.de/ingredients/1892?p=51,34887,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34887,7718-54-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7718-54-9,Cl2Ni,129.599
Riboflavin solution (see Medium No. 462),https://mediadive.dsmz.de/ingredients/1893?p=51,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
K2HSO4,https://mediadive.dsmz.de/ingredients/1895?p=51,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Bacto m TGE broth,https://mediadive.dsmz.de/ingredients/1896?p=51,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Sodium sulfite,https://mediadive.dsmz.de/ingredients/1897?p=51,86477,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86477,7757-83-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7757-83-7,Na2O3S,126.043
MRS broth,https://mediadive.dsmz.de/ingredients/1899?p=51,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Phosphate buffer stock solution,https://mediadive.dsmz.de/ingredients/1900?p=51,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
(NH4)2S4,https://mediadive.dsmz.de/ingredients/1902?p=51,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Trichloroethylene,https://mediadive.dsmz.de/ingredients/1904?p=51,16602,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16602,79-01-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=79-01-6,C2HCl3,131.387
"1,1,2-Trichloroethane",https://mediadive.dsmz.de/ingredients/1908?p=51,36018,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:36018,79-00-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=79-00-5,C2H3Cl3,133.403
Titanium chloride,https://mediadive.dsmz.de/ingredients/1909?p=51,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,7550-45-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7550-45-0,Cl4Ti,
Melibiose,https://mediadive.dsmz.de/ingredients/1910?p=51,28053,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28053,585-99-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=585-99-9,C12H22O11,342.297
Zeikus trace element solution,https://mediadive.dsmz.de/ingredients/1914?p=51,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Potassium tetrathionate,https://mediadive.dsmz.de/ingredients/1917?p=51,86466,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86466,13932-13-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=13932-13-3,H2O6S4.2K,302.453
K2SO4x 7 H2O,https://mediadive.dsmz.de/ingredients/1920?p=51,32036,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32036,7778-80-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7778-80-5,K2O4S,174.26
Selenite-tungstate solution (see Medium No. 431),https://mediadive.dsmz.de/ingredients/1921?p=52,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
MEM alpha Modification,https://mediadive.dsmz.de/ingredients/1923?p=52,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
